(2021-09-06 09:42:16 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.UserTable"
(2021-09-06 18:19:09 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.UserTable where 姓名 = '123' and 军官证号 = '123'"
(2021-09-06 18:19:12 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.BoxPackedDetailsTable where 装箱单号 = '2131'"
(2021-09-06 18:20:23 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.UserTable where 姓名 = '123' and 军官证号 = '123'"
(2021-09-06 18:20:25 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.BoxPackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装箱单号 like '%%'"
(2021-09-06 18:20:28 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.UserTable where 姓名 = '123' and 军官证号 = '123'"
(2021-09-06 18:20:31 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间，t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%'"
(2021-09-06 18:20:34 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间，t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%'"
(2021-09-06 18:23:13 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.UserTable where 姓名 = '123' and 军官证号 = '123'"
(2021-09-06 18:23:17 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间，t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:23:50 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.UserTable where 姓名 = '123' and 军官证号 = '123'"
(2021-09-06 18:25:55 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.UserTable where 姓名 = '123' and 军官证号 = '123'"
(2021-09-06 18:29:21 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.UserTable where 姓名 = '123' and 军官证号 = '123'"
(2021-09-06 18:29:25 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:29:25 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间，出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:30:11 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.UserTable where 姓名 = '123' and 军官证号 = '123'"
(2021-09-06 18:30:22 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:30:22 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:05 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:05 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:26 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select * from GunManager.dbo.UserTable where 姓名 = '123' and 军官证号 = '123'"
(2021-09-06 18:31:27 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:27 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:28 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:28 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:32 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:32 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:35 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:35 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:35 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:35 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:45 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:45 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:45 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:45 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:46 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:46 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:46 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:46 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:46 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:46 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:47 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:47 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select 退役报废文件号,调拨凭证号,'-' as 箱装单号,装备代码,装备名称,单装编号,出厂时间,装备时间,出库状态,记录时间,出库时间 from GunManager.dbo.SinglePackedTable where 退役报废文件号 like '%%' and 调拨凭证号 like '%%' and 装备代码 like '%%' and 装备名称 like '%%' and 单装编号 like '%%' and 记录时间 = '1900-01-01 00:00:00' and 出库时间 = '1900-01-01 00:00:00'"
(2021-09-06 18:31:47 周一)          Debug: File:(d:\documents\smartmoreitem\gunmanagementsystem1\gunmanagementsystem\gunmanagementsystem\ui\systemmanager\databaseoperator.cpp) Line:(88) exec sql: "select t1.退役报废文件号,t1.调拨凭证号,t1.装箱单号,t1.装备代码,t1.装备名称,t2.单装编号,t1.出厂时间,t1.装备时间,t2.出库状态,t2.记录时间,t2.出库时间 from GunManager.dbo.BoxPackedTable t1 right join GunManager.dbo.BoxPackedDetailsTable t2 on t1.装箱单号 = t2.装箱单号 and t1.装备代码 = t2.装备代码 and t1.装备名称 = t2.装备名称 where t1.退役报废文件号 like '%%' and t1.调拨凭证号 like '%%' and t1.装箱单号 like '%%' and t1.装备代码 like '%%' and t1.装备名称 like '%%' and t2.单装编号 like '%%' and t2.记录时间 = '1900-01-01 00:00:00' and t2.出库时间 = '1900-01-01 00:00:00'"
